"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"2016-11-04","68.0","41.0","0.00","0.00","0.00"
"2016-11-05","73.0","43.0","0.00","0.00","0.00"
"2016-11-06","70.0","46.0","0.00","0.00","0.00"
"2016-11-07","65.0","47.0","0.00","0.00","0.00"
"2016-11-08","59.0","39.0","0.00","0.00","0.00"
"2016-11-09","60.0","36.0","0.00","0.00","0.00"
"2016-11-10","68.0","45.0","0.00","0.00","0.00"
"2016-11-11","50.0","36.0","0.00","0.00","0.00"
"2016-11-12","54.0","34.0","0.00","0.00","0.00"
"2016-11-13","62.0","42.0","0.00","0.00","0.00"
"2016-11-14","50.0","40.0","0.00","0.00","0.00"
"2016-11-15","55.0","34.0","0.00","0.00","0.00"
"2016-11-16","61.0","35.0","0.00","0.00","0.00"
"2016-11-17","58.0","46.0","0.00","0.00","0.00"
"2016-11-18","48.0","31.0","0.80","0.30","0.00"
"2016-11-19","32.0","23.0","T","T","T"
"2016-11-20","30.0","23.0","0.00","0.00","0.00"
"2016-11-21","38.0","22.0","0.00","0.00","0.00"
"2016-11-22","36.0","32.0","0.74","1.70","0.00"
"2016-11-23","35.0","33.0","0.06","0.30","2.00"
"2016-11-24","37.0","34.0","0.04","T","2.00"
"2016-11-25","36.0","32.0","T","T","0.00"
"2016-11-26","46.0","28.0","0.00","0.00","0.00"
"2016-11-27","45.0","29.0","0.31","0.00","0.00"
"2016-11-28","55.0","38.0","0.97","T","0.00"
"2016-11-29","38.0","35.0","0.01","T","0.00"
"2016-11-30","40.0","36.0","0.05","0.00","0.00"
"2016-12-01","39.0","33.0","T","0.00","0.00"
"2016-12-02","33.0","30.0","T","T","0.00"
"2016-12-03","32.0","29.0","T","T","0.00"
"2016-12-04","38.0","31.0","0.13","2.40","2.00"
"2016-12-05","40.0","27.0","T","0.00","0.00"
"2016-12-06","38.0","18.0","T","T","0.00"
"2016-12-07","21.0","16.0","T","T","T"
"2016-12-08","24.0","16.0","T","T","T"
"2016-12-09","20.0","10.0","T","T","T"
"2016-12-10","14.0","4.0","0.16","2.00","T"
"2016-12-11","21.0","13.0","0.33","5.10","4.00"
"2016-12-12","14.0","-3.0","T","T","6.00"
"2016-12-13","10.0","-7.0","0.00","0.00","6.00"
"2016-12-14","10.0","-3.0","0.00","0.00","6.00"
"2016-12-15","4.0","-9.0","0.03","0.20","5.00"
"2016-12-16","12.0","4.0","0.35","5.00","5.00"
"2016-12-17","12.0","-11.0","0.07","1.10","9.00"
"2016-12-18","2.0","-20.0","0.00","0.00","8.00"
"2016-12-19","26.0","2.0","0.00","0.00","7.00"
"2016-12-20","37.0","24.0","0.00","0.00","7.00"
"2016-12-21","41.0","23.0","0.00","0.00","7.00"
"2016-12-22","37.0","20.0","0.00","0.00","6.00"
"2016-12-23","38.0","33.0","0.10","T","6.00"
"2016-12-24","36.0","33.0","T","0.00","4.00"
"2016-12-25","37.0","32.0","0.97","T","4.00"
"2016-12-26","43.0","18.0","T","T","1.00"
"2016-12-27","25.0","17.0","T","T","1.00"
"2016-12-28","36.0","20.0","T","T","1.00"
"2016-12-29","33.0","22.0","T","T","1.00"
"2016-12-30","32.0","18.0","T","T","1.00"
"2016-12-31","31.0","20.0","T","T","1.00"
"2017-01-01","32.0","21.0","0.00","0.00","1.00"
"2017-01-02","33.0","28.0","0.02","T","1.00"
"2017-01-03","32.0","2.0","T","T","1.00"
"2017-01-04","4.0","-6.0","T","T","1.00"
"2017-01-05","2.0","-8.0","T","T","1.00"
"2017-01-06","5.0","-9.0","0.00","0.00","1.00"
"2017-01-07","9.0","-2.0","0.00","0.00","1.00"
"2017-01-08","18.0","-5.0","T","T","1.00"
"2017-01-09","27.0","17.0","0.07","0.70","T"
"2017-01-10","28.0","4.0","0.23","2.20","1.00"
"2017-01-11","10.0","4.0","0.12","2.10","4.00"
"2017-01-12","14.0","-6.0","0.00","0.00","4.00"
"2017-01-13","9.0","-7.0","0.00","0.00","4.00"
"2017-01-14","24.0","4.0","0.00","0.00","3.00"
"2017-01-15","34.0","1.0","0.00","0.00","2.00"
"2017-01-16","32.0","14.0","0.12","T","2.00"
"2017-01-17","35.0","29.0","0.11","0.60","2.00"
"2017-01-18","41.0","25.0","0.00","0.00","2.00"
"2017-01-19","37.0","29.0","0.00","0.00","2.00"
"2017-01-20","37.0","34.0","0.09","0.00","1.00"
"2017-01-21","38.0","35.0","0.01","0.00","1.00"
"2017-01-22","40.0","34.0","T","0.00","T"
"2017-01-23","35.0","33.0","T","T","T"
"2017-01-24","34.0","32.0","0.00","0.00","T"
"2017-01-25","32.0","29.0","0.09","2.20","1.00"
"2017-01-26","30.0","23.0","0.00","0.00","2.00"
"2017-01-27","31.0","17.0","0.00","0.00","2.00"
"2017-01-28","28.0","23.0","0.00","0.00","1.00"
"2017-01-29","29.0","18.0","0.00","0.00","1.00"
"2017-01-30","42.0","15.0","0.10","0.60","1.00"
"2017-01-31","38.0","30.0","0.02","T","T"
"2017-02-01","30.0","12.0","T","0.30","T"
"2017-02-02","17.0","8.0","0.00","0.00","T"
"2017-02-03","24.0","7.0","0.00","0.00","T"
"2017-02-04","35.0","13.0","0.00","0.00","T"
"2017-02-05","32.0","18.0","0.00","0.00","T"
"2017-02-06","33.0","18.0","0.00","0.00","T"
"2017-02-07","32.0","12.0","0.01","T","T"
"2017-02-08","14.0","1.0","0.00","0.00","T"
"2017-02-09","21.0","3.0","0.00","0.00","T"
"2017-02-10","46.0","20.0","0.00","0.00","T"
"2017-02-11","43.0","36.0","0.02","0.00","0.00"
"2017-02-12","40.0","29.0","T","0.00","0.00"
"2017-02-13","48.0","28.0","0.00","0.00","0.00"
"2017-02-14","43.0","26.0","0.00","0.00","0.00"
"2017-02-15","36.0","19.0","0.00","0.00","0.00"
"2017-02-16","42.0","27.0","0.00","0.00","0.00"
"2017-02-17","63.0","30.0","0.00","0.00","0.00"
"2017-02-18","58.0","34.0","0.00","0.00","0.00"
"2017-02-19","59.0","32.0","0.00","0.00","0.00"
"2017-02-20","55.0","41.0","0.61","0.00","0.00"
"2017-02-21","62.0","32.0","0.00","0.00","0.00"
"2017-02-22","59.0","37.0","0.00","0.00","0.00"
"2017-02-23","39.0","29.0","0.00","0.00","0.00"
"2017-02-24","29.0","20.0","0.00","0.00","0.00"
"2017-02-25","34.0","14.0","0.00","0.00","0.00"
"2017-02-26","40.0","23.0","0.00","0.00","0.00"
"2017-02-27","44.0","22.0","0.00","0.00","0.00"
"2017-02-28","47.0","32.0","T","0.00","0.00"
"2017-03-01","37.0","23.0","0.04","0.80","1.00"
"2017-03-02","31.0","17.0","0.00","0.00","T"
"2017-03-03","31.0","13.0","0.01","0.20","0.00"
"2017-03-04","43.0","26.0","0.00","0.00","T"
"2017-03-05","59.0","35.0","0.00","0.00","0.00"
"2017-03-06","65.0","39.0","0.09","0.00","0.00"
"2017-03-07","49.0","29.0","T","T","T"
"2017-03-08","36.0","24.0","T","T","T"
"2017-03-09","31.0","18.0","0.00","0.00","0.00"
"2017-03-10","19.0","5.0","0.00","0.00","0.00"
"2017-03-11","21.0","8.0","0.00","0.00","0.00"
"2017-03-12","23.0","13.0","0.24","3.40","0.00"
"2017-03-13","27.0","14.0","0.01","0.30","3.00"
"2017-03-14","29.0","9.0","0.00","0.00","3.00"
"2017-03-15","32.0","12.0","0.00","0.00","2.00"
"2017-03-16","40.0","20.0","T","0.00","2.00"
"2017-03-17","43.0","29.0","0.00","0.00","T"
"2017-03-18","43.0","30.0","0.00","0.00","0.00"
"2017-03-19","55.0","28.0","0.00","0.00","0.00"
"2017-03-20","56.0","34.0","0.00","0.00","0.00"
"2017-03-21","40.0","25.0","0.00","0.00","0.00"
"2017-03-22","40.0","21.0","0.00","0.00","0.00"
"2017-03-23","40.0","36.0","0.17","0.00","0.00"
"2017-03-24","45.0","38.0","0.01","0.00","0.00"
"2017-03-25","43.0","37.0","0.05","0.00","0.00"
"2017-03-26","44.0","36.0","0.04","0.00","0.00"
"2017-03-27","61.0","37.0","T","0.00","0.00"
"2017-03-28","64.0","35.0","0.00","0.00","0.00"
"2017-03-29","51.0","42.0","T","0.00","0.00"
"2017-03-30","50.0","39.0","0.02","0.00","0.00"
"2017-03-31","57.0","31.0","0.00","0.00","0.00"
"2017-04-01","66.0","35.0","0.00","0.00","0.00"
"2017-04-02","55.0","42.0","T","0.00","0.00"
"2017-04-03","53.0","47.0","0.12","0.00","0.00"
"2017-04-04","63.0","44.0","0.00","0.00","0.00"
"2017-04-05","56.0","38.0","0.00","0.00","0.00"
"2017-04-06","56.0","35.0","0.00","0.00","0.00"
"2017-04-07","60.0","33.0","0.00","0.00","0.00"
"2017-04-08","73.0","44.0","0.00","0.00","0.00"
"2017-04-09","72.0","53.0","0.02","0.00","0.00"
"2017-04-10","53.0","33.0","0.18","0.50","0.00"
"2017-04-11","53.0","32.0","T","T","1.00"
"2017-04-12","57.0","40.0","0.16","0.00","0.00"
"2017-04-13","55.0","46.0","0.00","0.00","0.00"
"2017-04-14","66.0","48.0","0.30","0.00","0.00"
"2017-04-15","72.0","52.0","1.00","0.00","0.00"
"2017-04-16","66.0","47.0","0.00","0.00","0.00"
"2017-04-17","59.0","45.0","0.00","0.00","0.00"
"2017-04-18","66.0","48.0","0.15","0.00","0.00"
"2017-04-19","51.0","45.0","0.80","0.00","0.00"
"2017-04-20","52.0","40.0","0.15","0.00","0.00"
"2017-04-21","63.0","37.0","0.00","0.00","0.00"
"2017-04-22","69.0","41.0","0.00","0.00","0.00"
"2017-04-23","70.0","49.0","0.00","0.00","0.00"
"2017-04-24","72.0","49.0","0.02","0.00","0.00"
"2017-04-25","62.0","47.0","0.45","0.00","0.00"
"2017-04-26","47.0","36.0","0.38","0.00","0.00"
"2017-04-27","36.0","32.0","0.01","T","0.00"
"2017-04-28","51.0","35.0","0.00","0.00","0.00"
"2017-04-29","56.0","38.0","0.00","0.00","0.00"
"2017-04-30","49.0","38.0","0.71","0.00","0.00"
"2017-05-01","41.0","35.0","0.26","T","0.00"
"2017-05-02","62.0","38.0","0.03","0.00","0.00"
"2017-05-03","66.0","45.0","0.00","0.00","0.00"
"2017-05-04","69.0","44.0","0.00","0.00","0.00"
"2017-05-05","78.0","46.0","0.00","0.00","0.00"
"2017-05-06","69.0","44.0","0.00","0.00","0.00"
"2017-05-07","67.0","49.0","0.00","0.00","0.00"
"2017-05-08","70.0","46.0","0.25","0.00","0.00"
"2017-05-09","71.0","52.0","0.03","0.00","0.00"
"2017-05-10","69.0","53.0","T","0.00","0.00"
"2017-05-11","67.0","47.0","0.00","0.00","0.00"
"2017-05-12","77.0","46.0","0.00","0.00","0.00"
"2017-05-13","80.0","54.0","0.00","0.00","0.00"
"2017-05-14","84.0","56.0","0.00","0.00","0.00"
"2017-05-15","70.0","60.0","0.24","0.00","0.00"
"2017-05-16","84.0","61.0","0.35","0.00","0.00"
"2017-05-17","72.0","54.0","1.81","0.00","0.00"
"2017-05-18","56.0","47.0","0.27","0.00","0.00"
"2017-05-19","57.0","44.0","0.00","0.00","0.00"
"2017-05-20","51.0","42.0","1.47","0.00","0.00"
"2017-05-21","52.0","46.0","0.04","0.00","0.00"
"2017-05-22","67.0","45.0","0.01","0.00","0.00"
"2017-05-23","61.0","49.0","0.01","0.00","0.00"
"2017-05-24","63.0","46.0","0.00","0.00","0.00"
"2017-05-25","71.0","50.0","0.01","0.00","0.00"
"2017-05-26","80.0","61.0","0.00","0.00","0.00"
"2017-05-27","72.0","55.0","T","0.00","0.00"
"2017-05-28","73.0","56.0","0.02","0.00","0.00"
"2017-05-29","65.0","54.0","T","0.00","0.00"
"2017-05-30","60.0","53.0","T","0.00","0.00"
"2017-05-31","75.0","51.0","0.00","0.00","0.00"
"2017-06-01","79.0","49.0","0.00","0.00","0.00"
"2017-06-02","90.0","58.0","T","0.00","0.00"
"2017-06-03","90.0","68.0","0.00","0.00","0.00"
"2017-06-04","90.0","63.0","0.00","0.00","0.00"
"2017-06-05","82.0","61.0","0.00","0.00","0.00"
"2017-06-06","82.0","58.0","0.00","0.00","0.00"
"2017-06-07","88.0","61.0","0.02","0.00","0.00"
"2017-06-08","85.0","69.0","0.00","0.00","0.00"
"2017-06-09","86.0","63.0","0.00","0.00","0.00"
"2017-06-10","96.0","77.0","0.00","0.00","0.00"
"2017-06-11","79.0","61.0","1.82","T","0.00"
"2017-06-12","83.0","66.0","0.20","0.00","0.00"
"2017-06-13","91.0","66.0","0.14","0.00","0.00"
"2017-06-14","85.0","66.0","0.08","0.00","0.00"
"2017-06-15","88.0","67.0","0.00","0.00","0.00"
"2017-06-16","86.0","65.0","T","0.00","0.00"
"2017-06-17","85.0","63.0","0.20","0.00","0.00"
"2017-06-18","73.0","60.0","0.01","0.00","0.00"
"2017-06-19","74.0","60.0","0.00","0.00","0.00"
"2017-06-20","76.0","59.0","0.25","0.00","0.00"
"2017-06-21","81.0","59.0","0.00","0.00","0.00"
"2017-06-22","72.0","63.0","0.49","0.00","0.00"
"2017-06-23","74.0","58.0","0.00","0.00","0.00"
"2017-06-24","66.0","54.0","T","0.00","0.00"
"2017-06-25","69.0","54.0","T","0.00","0.00"
"2017-06-26","73.0","50.0","0.00","0.00","0.00"
"2017-06-27","77.0","55.0","0.00","0.00","0.00"
"2017-06-28","83.0","61.0","0.91","0.00","0.00"
"2017-06-29","77.0","65.0","0.00","0.00","0.00"
"2017-06-30","80.0","62.0","0.11","0.00","0.00"
"2017-07-01","77.0","61.0","0.01","0.00","0.00"
"2017-07-02","80.0","65.0","0.00","0.00","0.00"
"2017-07-03","81.0","63.0","0.00","0.00","0.00"
"2017-07-04","86.0","67.0","0.00","0.00","0.00"
"2017-07-05","92.0","73.0","T","0.00","0.00"
"2017-07-06","94.0","76.0","0.00","0.00","0.00"
"2017-07-07","84.0","65.0","0.00","0.00","0.00"
"2017-07-08","85.0","62.0","0.00","0.00","0.00"
"2017-07-09","85.0","67.0","0.37","0.00","0.00"
"2017-07-10","86.0","69.0","0.00","0.00","0.00"
"2017-07-11","87.0","65.0","0.00","0.00","0.00"
"2017-07-12","88.0","69.0","0.03","0.00","0.00"
"2017-07-13","71.0","58.0","T","0.00","0.00"
"2017-07-14","79.0","59.0","0.00","0.00","0.00"
"2017-07-15","96.0","63.0","0.00","0.00","0.00"
"2017-07-16","87.0","67.0","0.00","0.00","0.00"
"2017-07-17","92.0","68.0","0.63","0.00","0.00"
"2017-07-18","82.0","66.0","0.08","0.00","0.00"
"2017-07-19","83.0","62.0","1.17","0.00","0.00"
"2017-07-20","89.0","68.0","0.00","0.00","0.00"
"2017-07-21","83.0","69.0","T","0.00","0.00"
"2017-07-22","91.0","71.0","0.00","0.00","0.00"
"2017-07-23","79.0","64.0","0.00","0.00","0.00"
"2017-07-24","79.0","60.0","0.00","0.00","0.00"
"2017-07-25","85.0","67.0","0.39","0.00","0.00"
"2017-07-26","84.0","69.0","0.44","0.00","0.00"
"2017-07-27","85.0","66.0","0.00","0.00","0.00"
"2017-07-28","84.0","65.0","0.00","0.00","0.00"
"2017-07-29","84.0","64.0","0.00","0.00","0.00"
"2017-07-30","86.0","64.0","0.00","0.00","0.00"
"2017-07-31","85.0","69.0","0.00","0.00","0.00"
"2017-08-01","89.0","67.0","0.00","0.00","0.00"
"2017-08-02","84.0","67.0","0.00","0.00","0.00"
"2017-08-03","67.0","54.0","0.29","0.00","0.00"
"2017-08-04","78.0","54.0","T","0.00","0.00"
"2017-08-05","79.0","57.0","0.29","0.00","0.00"
"2017-08-06","76.0","62.0","0.09","0.00","0.00"
"2017-08-07","82.0","57.0","0.00","0.00","0.00"
"2017-08-08","84.0","62.0","0.00","0.00","0.00"
"2017-08-09","71.0","63.0","0.57","0.00","0.00"
"2017-08-10","74.0","61.0","0.10","0.00","0.00"
"2017-08-11","80.0","58.0","0.00","0.00","0.00"
"2017-08-12","80.0","58.0","0.00","0.00","0.00"
"2017-08-13","72.0","61.0","1.00","0.00","0.00"
"2017-08-14","76.0","62.0","0.01","0.00","0.00"
"2017-08-15","78.0","59.0","0.00","0.00","0.00"
"2017-08-16","78.0","64.0","1.94","0.00","0.00"
"2017-08-17","74.0","63.0","0.08","0.00","0.00"
"2017-08-18","75.0","60.0","0.16","0.00","0.00"
"2017-08-19","80.0","59.0","0.00","0.00","0.00"
"2017-08-20","86.0","66.0","0.00","0.00","0.00"
"2017-08-21","80.0","66.0","0.19","0.00","0.00"
"2017-08-22","76.0","60.0","0.00","0.00","0.00"
"2017-08-23","77.0","56.0","0.00","0.00","0.00"
"2017-08-24","73.0","59.0","0.01","0.00","0.00"
"2017-08-25","71.0","57.0","0.55","0.00","0.00"
"2017-08-26","67.0","60.0","1.22","0.00","0.00"
"2017-08-27","73.0","63.0","0.24","0.00","0.00"
"2017-08-28","74.0","61.0","0.00","0.00","0.00"
"2017-08-29","80.0","58.0","0.00","0.00","0.00"
"2017-08-30","83.0","62.0","0.01","0.00","0.00"
"2017-08-31","71.0","56.0","0.00","0.00","0.00"
"2017-09-01","72.0","53.0","T","0.00","0.00"
"2017-09-02","82.0","64.0","T","0.00","0.00"
"2017-09-03","85.0","60.0","0.00","0.00","0.00"
"2017-09-04","76.0","55.0","0.07","0.00","0.00"
"2017-09-05","65.0","51.0","T","0.00","0.00"
"2017-09-06","68.0","49.0","0.00","0.00","0.00"
"2017-09-07","76.0","49.0","0.00","0.00","0.00"
"2017-09-08","68.0","52.0","0.00","0.00","0.00"
"2017-09-09","76.0","53.0","0.00","0.00","0.00"
"2017-09-10","81.0","61.0","T","0.00","0.00"
"2017-09-11","82.0","60.0","0.00","0.00","0.00"
"2017-09-12","85.0","63.0","0.00","0.00","0.00"
"2017-09-13","87.0","64.0","0.00","0.00","0.00"
"2017-09-14","91.0","66.0","0.00","0.00","0.00"
"2017-09-15","84.0","70.0","T","0.00","0.00"
"2017-09-16","80.0","58.0","0.04","0.00","0.00"
"2017-09-17","67.0","52.0","0.00","0.00","0.00"
"2017-09-18","59.0","55.0","0.37","0.00","0.00"
"2017-09-19","80.0","59.0","0.00","0.00","0.00"
"2017-09-20","75.0","58.0","0.04","0.00","0.00"
"2017-09-21","84.0","53.0","0.00","0.00","0.00"
"2017-09-22","94.0","73.0","0.00","0.00","0.00"
"2017-09-23","90.0","73.0","0.00","0.00","0.00"
"2017-09-24","90.0","70.0","T","0.00","0.00"
"2017-09-25","71.0","58.0","0.41","0.00","0.00"
"2017-09-26","65.0","53.0","0.11","0.00","0.00"
"2017-09-27","66.0","48.0","0.00","0.00","0.00"
"2017-09-28","75.0","52.0","T","0.00","0.00"
"2017-09-29","66.0","48.0","0.00","0.00","0.00"
"2017-09-30","69.0","46.0","0.00","0.00","0.00"
"2017-10-01","63.0","55.0","0.29","0.00","0.00"
"2017-10-02","71.0","55.0","2.18","0.00","0.00"
"2017-10-03","72.0","52.0","0.12","0.00","0.00"
"2017-10-04","60.0","46.0","0.00","0.00","0.00"
"2017-10-05","65.0","48.0","T","0.00","0.00"
"2017-10-06","60.0","48.0","0.44","0.00","0.00"
"2017-10-07","67.0","54.0","0.17","0.00","0.00"
"2017-10-08","72.0","50.0","0.00","0.00","0.00"
"2017-10-09","57.0","40.0","0.00","0.00","0.00"
"2017-10-10","52.0","34.0","0.00","0.00","0.00"
"2017-10-11","56.0","38.0","0.00","0.00","0.00"
"2017-10-12","64.0","53.0","T","0.00","0.00"
"2017-10-13","61.0","45.0","0.00","0.00","0.00"
"2017-10-14","59.0","44.0","0.53","0.00","0.00"
"2017-10-15","53.0","41.0","0.03","0.00","0.00"
"2017-10-16","66.0","39.0","0.00","0.00","0.00"
"2017-10-17","73.0","47.0","0.00","0.00","0.00"
"2017-10-18","73.0","48.0","0.00","0.00","0.00"
"2017-10-19","74.0","43.0","0.00","0.00","0.00"
"2017-10-20","78.0","53.0","T","0.00","0.00"
"2017-10-21","69.0","52.0","0.45","0.00","0.00"
"2017-10-22","64.0","48.0","0.00","0.00","0.00"
"2017-10-23","61.0","43.0","0.00","0.00","0.00"
"2017-10-24","51.0","40.0","0.00","0.00","0.00"
"2017-10-25","58.0","38.0","0.00","0.00","0.00"
"2017-10-26","58.0","35.0","T","T","0.00"
"2017-10-27","36.0","32.0","0.25","0.10","0.00"
"2017-10-28","34.0","29.0","0.00","0.00","0.00"
"2017-10-29","44.0","29.0","0.03","0.00","0.00"
"2017-10-30","40.0","31.0","T","T","0.00"
"2017-10-31","35.0","27.0","0.00","0.00","0.00"
"2017-11-01","37.0","26.0","0.05","T","0.00"
"2017-11-02","40.0","34.0","0.00","0.00","0.00"
"2017-11-03","35.0","27.0","0.05","0.50","0.00"
"2017-11-04","43.0","34.0","0.02","T","0.00"
"2017-11-05","43.0","25.0","0.07","0.00","0.00"
"2017-11-06","33.0","22.0","0.00","0.00","0.00"
"2017-11-07","36.0","28.0","0.00","0.00","0.00"
"2017-11-08","42.0","26.0","T","T","0.00"
"2017-11-09","30.0","12.0","T","T","0.00"
"2017-11-10","26.0","11.0","0.03","0.10","0.00"
"2017-11-11","44.0","24.0","0.00","0.00","T"
"2017-11-12","36.0","24.0","0.00","0.00","0.00"
"2017-11-13","46.0","25.0","T","0.00","0.00"
"2017-11-14","45.0","39.0","0.08","0.00","0.00"
"2017-11-15","46.0","27.0","T","0.00","0.00"
"2017-11-16","34.0","27.0","0.00","0.00","0.00"
"2017-11-17","39.0","34.0","0.09","0.00","0.00"
"2017-11-18","37.0","21.0","0.00","0.00","0.00"
"2017-11-19","41.0","18.0","0.00","0.00","0.00"
"2017-11-20","48.0","28.0","0.00","0.00","0.00"
"2017-11-21","42.0","18.0","T","T","0.00"
"2017-11-22","33.0","15.0","0.00","0.00","0.00"
"2017-11-23","49.0","23.0","0.00","0.00","0.00"
"2017-11-24","60.0","40.0","T","0.00","0.00"
"2017-11-25","41.0","29.0","0.00","0.00","0.00"
"2017-11-26","51.0","24.0","0.00","0.00","0.00"
"2017-11-27","60.0","32.0","0.00","0.00","0.00"
"2017-11-28","53.0","33.0","0.00","0.00","0.00"
"2017-11-29","46.0","25.0","0.00","0.00","0.00"
"2017-11-30","48.0","31.0","0.00","0.00","0.00"
"2017-12-01","51.0","28.0","0.00","0.00","0.00"
"2017-12-02","47.0","30.0","0.00","0.00","0.00"
"2017-12-03","50.0","29.0","0.00","0.00","0.00"
"2017-12-04","57.0","27.0","0.37","2.10","0.00"
"2017-12-05","27.0","16.0","0.01","0.10","2.00"
"2017-12-06","20.0","16.0","0.01","0.20","2.00"
"2017-12-07","21.0","7.0","0.00","0.00","2.00"
"2017-12-08","32.0","19.0","T","T","2.00"
"2017-12-09","29.0","19.0","T","T","2.00"
"2017-12-10","29.0","20.0","0.00","0.00","2.00"
"2017-12-11","35.0","15.0","0.18","0.90","2.00"
"2017-12-12","27.0","6.0","T","T","2.00"
"2017-12-13","30.0","17.0","0.01","0.30","2.00"
"2017-12-14","24.0","15.0","T","T","2.00"
"2017-12-15","30.0","22.0","0.05","0.70","2.00"
"2017-12-16","31.0","23.0","0.00","0.00","2.00"
"2017-12-17","28.0","18.0","0.00","0.00","2.00"
"2017-12-18","42.0","24.0","0.00","0.00","2.00"
"2017-12-19","38.0","24.0","0.00","0.00","2.00"
"2017-12-20","24.0","18.0","0.01","0.10","2.00"
"2017-12-21","24.0","19.0","0.00","0.00","2.00"
"2017-12-22","27.0","18.0","0.00","0.00","1.00"
"2017-12-23","23.0","11.0","0.00","0.00","1.00"
"2017-12-24","22.0","4.0","0.01","0.10","1.00"
"2017-12-25","4.0","-6.0","T","T","1.00"
"2017-12-26","1.0","-9.0","0.00","0.00","1.00"
"2017-12-27","5.0","-8.0","0.00","0.00","1.00"
"2017-12-28","11.0","3.0","0.09","1.30","1.00"
"2017-12-29","4.0","-6.0","0.05","0.60","2.00"
"2017-12-30","-6.0","-14.0","0.00","0.00","3.00"
"2017-12-31","-5.0","-16.0","0.00","0.00","3.00"
"2018-01-01","1.0","-14.0","0.00","0.00","3.00"
"2018-01-02","15.0","-10.0","T","0.10","3.00"
"2018-01-03","11.0","-3.0","0.00","0.00","3.00"
"2018-01-04","2.0","-5.0","0.00","0.00","3.00"
"2018-01-05","3.0","-10.0","0.00","0.00","2.00"
"2018-01-06","14.0","-11.0","T","T","2.00"
"2018-01-07","32.0","12.0","0.00","0.00","2.00"
"2018-01-08","37.0","24.0","0.00","0.00","2.00"
"2018-01-09","42.0","26.0","0.00","0.00","2.00"
"2018-01-10","38.0","33.0","T","0.00","1.00"
"2018-01-11","37.0","0.0","0.21","2.40","T"
"2018-01-12","3.0","-10.0","0.00","0.00","2.00"
"2018-01-13","5.0","-13.0","0.00","0.00","2.00"
"2018-01-14","17.0","-10.0","0.17","3.30","2.00"
"2018-01-15","14.0","1.0","T","T","5.00"
"2018-01-16","8.0","-2.0","T","T","4.00"
"2018-01-17","27.0","-1.0","0.00","0.00","4.00"
"2018-01-18","41.0","21.0","0.00","0.00","4.00"
"2018-01-19","44.0","27.0","0.00","0.00","3.00"
"2018-01-20","42.0","24.0","0.00","0.00","1.00"
"2018-01-21","39.0","32.0","0.00","0.00","1.00"
"2018-01-22","35.0","26.0","1.03","12.40","1.00"
"2018-01-23","28.0","18.0","T","T","11.00"
"2018-01-24","27.0","10.0","0.00","0.00","9.00"
"2018-01-25","28.0","24.0","0.01","0.10","9.00"
"2018-01-26","47.0","26.0","0.00","0.00","8.00"
"2018-01-27","34.0","20.0","0.00","0.00","4.00"
"2018-01-28","20.0","12.0","T","T","3.00"
"2018-01-29","17.0","4.0","0.00","0.00","3.00"
"2018-01-30","30.0","1.0","0.00","0.00","3.00"
"2018-01-31","32.0","7.0","0.13","2.10","5.00"
"2018-02-01","7.0","-4.0","0.00","0.00","5.00"
"2018-02-02","12.0","-7.0","0.00","0.00","4.00"
"2018-02-03","19.0","9.0","0.15","2.50","4.00"
"2018-02-04","9.0","-6.0","T","T","6.00"
"2018-02-05","14.0","-4.0","T","T","6.00"
"2018-02-06","10.0","-6.0","T","T","5.00"
"2018-02-07","15.0","0.0","0.02","0.60","5.00"
"2018-02-08","17.0","4.0","0.01","0.10","5.00"
"2018-02-09","11.0","1.0","T","T","5.00"
"2018-02-10","14.0","-1.0","0.00","0.00","5.00"
"2018-02-11","21.0","-2.0","0.00","0.00","5.00"
"2018-02-12","13.0","-2.0","0.00","0.00","5.00"
"2018-02-13","30.0","7.0","0.00","0.00","5.00"
"2018-02-14","43.0","17.0","0.00","0.00","5.00"
"2018-02-15","38.0","14.0","T","T","4.00"
"2018-02-16","20.0","0.0","0.00","0.00","3.00"
"2018-02-17","38.0","20.0","0.01","T","3.00"
"2018-02-18","45.0","19.0","0.00","0.00","3.00"
"2018-02-19","27.0","19.0","0.13","0.80","2.00"
"2018-02-20","21.0","8.0","0.05","0.30","2.00"
"2018-02-21","20.0","2.0","0.00","0.00","2.00"
"2018-02-22","30.0","7.0","0.30","3.30","2.00"
"2018-02-23","32.0","16.0","0.15","2.30","8.00"
"2018-02-24","30.0","5.0","0.51","6.00","7.00"
"2018-02-25","30.0","15.0","T","T","10.00"
"2018-02-26","44.0","14.0","0.00","0.00","9.00"
"2018-02-27","47.0","22.0","0.00","0.00","8.00"
"2018-02-28","45.0","22.0","0.00","0.00","7.00"
"2018-03-01","41.0","23.0","0.00","0.00","6.00"
"2018-03-02","40.0","17.0","0.00","0.00","5.00"
"2018-03-03","45.0","33.0","0.00","0.00","5.00"
"2018-03-04","42.0","33.0","0.07","0.00","3.00"
"2018-03-05","38.0","28.0","0.34","3.60","1.00"
"2018-03-06","34.0","22.0","0.07","1.10","5.00"
"2018-03-07","29.0","12.0","0.00","0.00","5.00"
"2018-03-08","31.0","12.0","0.00","0.00","5.00"
