"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"2018-03-09","35.0","18.0","0.00","0.00","5.00"
"2018-03-10","35.0","23.0","T","T","4.00"
"2018-03-11","36.0","30.0","0.01","0.10","4.00"
"2018-03-12","40.0","21.0","0.00","0.00","3.00"
"2018-03-13","37.0","23.0","0.00","0.00","2.00"
"2018-03-14","46.0","23.0","0.00","0.00","2.00"
"2018-03-15","39.0","28.0","0.00","0.00","2.00"
"2018-03-16","41.0","23.0","0.00","0.00","2.00"
"2018-03-17","50.0","25.0","0.00","0.00","2.00"
"2018-03-18","43.0","25.0","0.00","0.00","2.00"
"2018-03-19","45.0","32.0","0.00","0.00","1.00"
"2018-03-20","33.0","23.0","0.08","0.40","T"
"2018-03-21","38.0","21.0","0.00","0.00","T"
"2018-03-22","43.0","29.0","0.00","0.00","T"
"2018-03-23","43.0","27.0","0.00","0.00","T"
"2018-03-24","42.0","29.0","0.00","0.00","T"
"2018-03-25","43.0","29.0","0.00","0.00","T"
"2018-03-26","40.0","32.0","0.38","0.80","1.00"
"2018-03-27","48.0","33.0","0.00","0.00","T"
"2018-03-28","52.0","29.0","T","0.00","T"
"2018-03-29","42.0","22.0","0.00","0.00","0.00"
"2018-03-30","43.0","24.0","0.14","1.80","0.00"
"2018-03-31","35.0","13.0","0.10","1.00","2.00"
"2018-04-01","31.0","12.0","0.00","0.00","1.00"
"2018-04-02","34.0","21.0","0.14","1.50","T"
"2018-04-03","30.0","18.0","0.57","7.50","4.00"
"2018-04-04","30.0","8.0","0.00","0.00","6.00"
"2018-04-05","40.0","13.0","0.00","0.00","5.00"
"2018-04-06","26.0","14.0","T","T","3.00"
"2018-04-07","32.0","12.0","0.00","0.00","3.00"
"2018-04-08","32.0","16.0","0.11","1.20","2.00"
"2018-04-09","38.0","22.0","T","0.10","3.00"
"2018-04-10","41.0","31.0","T","T","2.00"
"2018-04-11","48.0","28.0","0.03","0.00","1.00"
"2018-04-12","52.0","32.0","0.00","0.00","T"
"2018-04-13","41.0","30.0","0.31","1.10","0.00"
"2018-04-14","30.0","22.0","0.79","11.10","1.00"
"2018-04-15","28.0","22.0","0.22","3.50","10.00"
"2018-04-16","36.0","22.0","T","0.10","11.00"
"2018-04-17","43.0","23.0","0.00","0.00","9.00"
"2018-04-18","40.0","30.0","T","T","7.00"
"2018-04-19","53.0","25.0","0.00","0.00","5.00"
"2018-04-20","53.0","28.0","0.00","0.00","3.00"
"2018-04-21","60.0","36.0","0.00","0.00","1.00"
"2018-04-22","64.0","34.0","0.00","0.00","T"
"2018-04-23","71.0","42.0","0.00","0.00","T"
"2018-04-24","66.0","43.0","0.00","0.00","0.00"
"2018-04-25","61.0","35.0","0.00","0.00","0.00"
"2018-04-26","66.0","45.0","0.00","0.00","0.00"
"2018-04-27","65.0","39.0","T","0.00","0.00"
"2018-04-28","58.0","37.0","0.00","0.00","0.00"
"2018-04-29","69.0","38.0","0.00","0.00","0.00"
"2018-04-30","84.0","54.0","0.04","0.00","0.00"
"2018-05-01","72.0","57.0","0.43","0.00","0.00"
"2018-05-02","68.0","49.0","0.04","0.00","0.00"
"2018-05-03","75.0","55.0","T","0.00","0.00"
"2018-05-04","78.0","53.0","0.00","0.00","0.00"
"2018-05-05","83.0","56.0","0.08","0.00","0.00"
"2018-05-06","77.0","53.0","0.00","0.00","0.00"
"2018-05-07","86.0","60.0","0.00","0.00","0.00"
"2018-05-08","72.0","59.0","0.37","0.00","0.00"
"2018-05-09","65.0","55.0","0.11","0.00","0.00"
"2018-05-10","60.0","45.0","0.00","0.00","0.00"
"2018-05-11","53.0","47.0","0.00","0.00","0.00"
"2018-05-12","61.0","46.0","0.01","0.00","0.00"
"2018-05-13","73.0","44.0","0.00","0.00","0.00"
"2018-05-14","75.0","58.0","0.18","0.00","0.00"
"2018-05-15","78.0","52.0","0.00","0.00","0.00"
"2018-05-16","87.0","55.0","0.00","0.00","0.00"
"2018-05-17","85.0","59.0","0.00","0.00","0.00"
"2018-05-18","84.0","58.0","0.01","0.00","0.00"
"2018-05-19","72.0","51.0","0.02","0.00","0.00"
"2018-05-20","73.0","46.0","0.00","0.00","0.00"
"2018-05-21","71.0","59.0","0.00","0.00","0.00"
"2018-05-22","76.0","57.0","0.00","0.00","0.00"
"2018-05-23","84.0","62.0","0.00","0.00","0.00"
"2018-05-24","92.0","68.0","0.61","0.00","0.00"
"2018-05-25","90.0","66.0","0.16","0.00","0.00"
"2018-05-26","94.0","67.0","0.00","0.00","0.00"
"2018-05-27","91.0","67.0","0.00","0.00","0.00"
"2018-05-28","100.0","73.0","0.01","0.00","0.00"
"2018-05-29","94.0","68.0","0.89","0.00","0.00"
"2018-05-30","74.0","66.0","0.07","0.00","0.00"
"2018-05-31","86.0","64.0","0.00","0.00","0.00"
"2018-06-01","81.0","64.0","0.00","0.00","0.00"
"2018-06-02","71.0","59.0","0.17","0.00","0.00"
"2018-06-03","70.0","58.0","0.00","0.00","0.00"
"2018-06-04","87.0","56.0","0.00","0.00","0.00"
"2018-06-05","80.0","61.0","0.00","0.00","0.00"
"2018-06-06","80.0","62.0","0.21","0.00","0.00"
"2018-06-07","79.0","59.0","T","0.00","0.00"
"2018-06-08","74.0","65.0","0.01","0.00","0.00"
"2018-06-09","72.0","63.0","0.22","0.00","0.00"
"2018-06-10","77.0","64.0","0.00","0.00","0.00"
"2018-06-11","74.0","62.0","0.04","0.00","0.00"
"2018-06-12","81.0","63.0","0.00","0.00","0.00"
"2018-06-13","81.0","58.0","0.01","0.00","0.00"
"2018-06-14","82.0","64.0","T","0.00","0.00"
"2018-06-15","95.0","68.0","T","0.00","0.00"
"2018-06-16","88.0","70.0","0.76","0.00","0.00"
"2018-06-17","91.0","72.0","0.18","0.00","0.00"
"2018-06-18","78.0","68.0","0.40","0.00","0.00"
"2018-06-19","70.0","62.0","0.59","0.00","0.00"
"2018-06-20","80.0","65.0","0.00","0.00","0.00"
"2018-06-21","78.0","66.0","0.00","0.00","0.00"
"2018-06-22","82.0","63.0","0.00","0.00","0.00"
"2018-06-23","82.0","64.0","0.00","0.00","0.00"
"2018-06-24","81.0","67.0","0.09","0.00","0.00"
"2018-06-25","83.0","67.0","T","0.00","0.00"
"2018-06-26","73.0","64.0","1.10","0.00","0.00"
"2018-06-27","82.0","65.0","0.00","0.00","0.00"
"2018-06-28","86.0","67.0","0.00","0.00","0.00"
"2018-06-29","99.0","74.0","0.00","0.00","0.00"
"2018-06-30","89.0","75.0","T","0.00","0.00"
"2018-07-01","75.0","63.0","1.16","0.00","0.00"
"2018-07-02","88.0","66.0","0.00","0.00","0.00"
"2018-07-03","87.0","70.0","0.02","0.00","0.00"
"2018-07-04","83.0","71.0","0.67","0.00","0.00"
"2018-07-05","83.0","68.0","0.00","0.00","0.00"
"2018-07-06","82.0","63.0","0.00","0.00","0.00"
"2018-07-07","85.0","68.0","0.00","0.00","0.00"
"2018-07-08","90.0","71.0","0.00","0.00","0.00"
"2018-07-09","90.0","72.0","T","0.00","0.00"
"2018-07-10","85.0","68.0","T","0.00","0.00"
"2018-07-11","92.0","69.0","0.00","0.00","0.00"
"2018-07-12","95.0","73.0","2.13","0.00","0.00"
"2018-07-13","83.0","72.0","0.08","0.00","0.00"
"2018-07-14","87.0","69.0","0.00","0.00","0.00"
"2018-07-15","89.0","71.0","0.00","0.00","0.00"
"2018-07-16","86.0","64.0","0.00","0.00","0.00"
"2018-07-17","81.0","65.0","T","0.00","0.00"
"2018-07-18","82.0","64.0","0.00","0.00","0.00"
"2018-07-19","73.0","65.0","0.08","0.00","0.00"
"2018-07-20","82.0","65.0","0.09","0.00","0.00"
"2018-07-21","84.0","63.0","0.00","0.00","0.00"
"2018-07-22","83.0","64.0","0.00","0.00","0.00"
"2018-07-23","85.0","65.0","0.00","0.00","0.00"
"2018-07-24","85.0","64.0","0.00","0.00","0.00"
"2018-07-25","83.0","66.0","T","0.00","0.00"
"2018-07-26","73.0","61.0","0.08","0.00","0.00"
"2018-07-27","80.0","58.0","0.00","0.00","0.00"
"2018-07-28","82.0","58.0","0.13","0.00","0.00"
"2018-07-29","82.0","59.0","T","0.00","0.00"
"2018-07-30","87.0","61.0","0.00","0.00","0.00"
"2018-07-31","87.0","64.0","0.00","0.00","0.00"
"2018-08-01","80.0","59.0","0.23","0.00","0.00"
"2018-08-02","72.0","57.0","0.00","0.00","0.00"
"2018-08-03","85.0","61.0","1.02","0.00","0.00"
"2018-08-04","78.0","71.0","0.04","0.00","0.00"
"2018-08-05","85.0","72.0","0.00","0.00","0.00"
"2018-08-06","84.0","67.0","0.00","0.00","0.00"
"2018-08-07","80.0","68.0","T","0.00","0.00"
"2018-08-08","90.0","64.0","0.00","0.00","0.00"
"2018-08-09","90.0","71.0","0.00","0.00","0.00"
"2018-08-10","90.0","67.0","0.00","0.00","0.00"
"2018-08-11","88.0","69.0","0.00","0.00","0.00"
"2018-08-12","89.0","69.0","0.00","0.00","0.00"
"2018-08-13","92.0","71.0","0.00","0.00","0.00"
"2018-08-14","91.0","73.0","0.00","0.00","0.00"
"2018-08-15","89.0","67.0","0.00","0.00","0.00"
"2018-08-16","89.0","69.0","0.00","0.00","0.00"
"2018-08-17","86.0","68.0","0.00","0.00","0.00"
"2018-08-18","86.0","66.0","0.00","0.00","0.00"
"2018-08-19","86.0","66.0","0.00","0.00","0.00"
"2018-08-20","79.0","66.0","0.09","0.00","0.00"
"2018-08-21","77.0","62.0","0.00","0.00","0.00"
"2018-08-22","84.0","57.0","0.00","0.00","0.00"
"2018-08-23","81.0","60.0","0.00","0.00","0.00"
"2018-08-24","72.0","65.0","1.05","0.00","0.00"
"2018-08-25","78.0","65.0","0.00","0.00","0.00"
"2018-08-26","85.0","67.0","T","0.00","0.00"
"2018-08-27","84.0","66.0","0.15","0.00","0.00"
"2018-08-28","66.0","56.0","0.18","0.00","0.00"
"2018-08-29","72.0","52.0","0.00","0.00","0.00"
"2018-08-30","77.0","55.0","T","0.00","0.00"
"2018-08-31","85.0","68.0","0.07","0.00","0.00"
"2018-09-01","88.0","72.0","0.00","0.00","0.00"
"2018-09-02","82.0","68.0","0.25","0.00","0.00"
"2018-09-03","76.0","68.0","0.02","0.00","0.00"
"2018-09-04","76.0","67.0","1.18","0.00","0.00"
"2018-09-05","73.0","57.0","0.02","0.00","0.00"
"2018-09-06","74.0","52.0","0.00","0.00","0.00"
"2018-09-07","77.0","55.0","0.00","0.00","0.00"
"2018-09-08","74.0","57.0","0.00","0.00","0.00"
"2018-09-09","73.0","54.0","0.00","0.00","0.00"
"2018-09-10","79.0","54.0","0.00","0.00","0.00"
"2018-09-11","83.0","62.0","0.00","0.00","0.00"
"2018-09-12","84.0","69.0","0.00","0.00","0.00"
"2018-09-13","85.0","63.0","0.00","0.00","0.00"
"2018-09-14","88.0","69.0","0.00","0.00","0.00"
"2018-09-15","92.0","70.0","0.00","0.00","0.00"
"2018-09-16","90.0","72.0","0.00","0.00","0.00"
"2018-09-17","81.0","60.0","0.90","0.00","0.00"
"2018-09-18","66.0","60.0","0.66","0.00","0.00"
"2018-09-19","64.0","59.0","0.18","0.00","0.00"
"2018-09-20","68.0","59.0","3.28","0.00","0.00"
"2018-09-21","64.0","48.0","0.01","0.00","0.00"
"2018-09-22","67.0","45.0","0.00","0.00","0.00"
"2018-09-23","76.0","51.0","0.00","0.00","0.00"
"2018-09-24","76.0","57.0","0.27","0.00","0.00"
"2018-09-25","59.0","48.0","0.10","0.00","0.00"
"2018-09-26","62.0","44.0","0.00","0.00","0.00"
"2018-09-27","62.0","48.0","T","0.00","0.00"
"2018-09-28","56.0","39.0","0.00","0.00","0.00"
"2018-09-29","49.0","36.0","0.00","0.00","0.00"
"2018-09-30","55.0","46.0","0.00","0.00","0.00"
"2018-10-01","50.0","44.0","0.34","0.00","0.00"
"2018-10-02","54.0","49.0","T","0.00","0.00"
"2018-10-03","79.0","40.0","0.61","0.00","0.00"
"2018-10-04","49.0","35.0","0.22","0.00","0.00"
"2018-10-05","51.0","42.0","0.11","0.00","0.00"
"2018-10-06","49.0","42.0","0.00","0.00","0.00"
"2018-10-07","52.0","45.0","0.05","0.00","0.00"
"2018-10-08","54.0","47.0","0.34","0.00","0.00"
"2018-10-09","50.0","45.0","1.04","0.00","0.00"
"2018-10-10","51.0","37.0","0.14","0.00","0.00"
"2018-10-11","39.0","32.0","0.01","T","0.00"
"2018-10-12","46.0","31.0","0.00","0.00","0.00"
"2018-10-13","54.0","35.0","0.00","0.00","0.00"
"2018-10-14","42.0","32.0","0.09","0.30","0.00"
"2018-10-15","45.0","30.0","0.00","0.00","0.00"
"2018-10-16","56.0","39.0","0.00","0.00","0.00"
"2018-10-17","50.0","34.0","0.00","0.00","0.00"
"2018-10-18","72.0","33.0","0.00","0.00","0.00"
"2018-10-19","65.0","49.0","0.02","0.00","0.00"
"2018-10-20","49.0","31.0","T","T","0.00"
"2018-10-21","59.0","28.0","0.00","0.00","0.00"
"2018-10-22","61.0","33.0","0.00","0.00","0.00"
"2018-10-23","49.0","32.0","0.00","0.00","0.00"
"2018-10-24","54.0","31.0","0.00","0.00","0.00"
"2018-10-25","55.0","43.0","T","0.00","0.00"
"2018-10-26","50.0","45.0","0.29","0.00","0.00"
"2018-10-27","53.0","44.0","0.13","0.00","0.00"
"2018-10-28","57.0","44.0","T","0.00","0.00"
"2018-10-29","49.0","37.0","0.01","0.00","0.00"
"2018-10-30","54.0","40.0","0.00","0.00","0.00"
"2018-10-31","54.0","37.0","0.00","0.00","0.00"
"2018-11-01","51.0","34.0","0.00","0.00","0.00"
"2018-11-02","48.0","33.0","0.00","0.00","0.00"
"2018-11-03","47.0","35.0","0.02","0.00","0.00"
"2018-11-04","39.0","36.0","0.17","T","0.00"
"2018-11-05","45.0","37.0","0.30","0.00","0.00"
"2018-11-06","43.0","29.0","0.30","0.10","0.00"
"2018-11-07","33.0","25.0","0.02","0.50","1.00"
"2018-11-08","28.0","22.0","0.06","0.70","T"
"2018-11-09","24.0","15.0","0.01","0.30","1.00"
"2018-11-10","23.0","11.0","T","T","1.00"
"2018-11-11","30.0","21.0","T","T","1.00"
"2018-11-12","23.0","12.0","T","T","1.00"
"2018-11-13","23.0","7.0","0.00","0.00","T"
"2018-11-14","43.0","16.0","0.00","0.00","T"
"2018-11-15","44.0","29.0","0.01","0.00","0.00"
"2018-11-16","35.0","26.0","0.01","0.10","T"
"2018-11-17","29.0","14.0","T","T","T"
"2018-11-18","27.0","6.0","0.00","0.00","T"
"2018-11-19","30.0","20.0","T","T","T"
"2018-11-20","33.0","12.0","T","T","T"
"2018-11-21","32.0","24.0","T","T","0.00"
"2018-11-22","37.0","27.0","0.00","0.00","0.00"
"2018-11-23","46.0","35.0","0.27","0.00","0.00"
"2018-11-24","40.0","30.0","0.06","0.00","0.00"
"2018-11-25","30.0","17.0","0.00","0.00","0.00"
"2018-11-26","24.0","15.0","T","T","0.00"
"2018-11-27","25.0","13.0","T","T","0.00"
"2018-11-28","27.0","15.0","0.12","1.40","0.00"
"2018-11-29","31.0","25.0","0.10","0.90","2.00"
"2018-11-30","33.0","29.0","0.00","0.00","2.00"
"2018-12-01","34.0","28.0","0.20","2.30","2.00"
"2018-12-02","34.0","28.0","0.04","0.50","4.00"
"2018-12-03","28.0","24.0","T","T","4.00"
"2018-12-04","24.0","22.0","T","T","4.00"
"2018-12-05","29.0","22.0","T","0.10","4.00"
"2018-12-06","22.0","8.0","T","T","4.00"
"2018-12-07","27.0","6.0","T","0.10","4.00"
"2018-12-08","27.0","9.0","0.00","0.00","4.00"
"2018-12-09","29.0","14.0","0.00","0.00","4.00"
"2018-12-10","25.0","14.0","0.01","T","4.00"
"2018-12-11","27.0","12.0","0.00","0.00","4.00"
"2018-12-12","29.0","23.0","T","0.00","4.00"
"2018-12-13","32.0","23.0","0.00","0.00","4.00"
"2018-12-14","39.0","23.0","0.00","0.00","4.00"
"2018-12-15","43.0","20.0","0.00","0.00","4.00"
"2018-12-16","46.0","31.0","0.00","0.00","3.00"
"2018-12-17","36.0","24.0","0.00","0.00","3.00"
"2018-12-18","43.0","27.0","0.00","0.00","2.00"
"2018-12-19","42.0","32.0","0.00","0.00","1.00"
"2018-12-20","37.0","28.0","0.01","T","T"
"2018-12-21","28.0","23.0","0.00","0.00","T"
"2018-12-22","32.0","25.0","0.01","0.30","T"
"2018-12-23","31.0","19.0","T","T","T"
"2018-12-24","26.0","15.0","0.00","0.00","T"
"2018-12-25","28.0","19.0","0.00","0.00","T"
"2018-12-26","33.0","21.0","0.30","2.30","T"
"2018-12-27","37.0","33.0","0.95","0.60","2.00"
"2018-12-28","33.0","13.0","T","0.20","T"
"2018-12-29","16.0","9.0","T","0.10","T"
"2018-12-30","32.0","14.0","0.00","0.00","T"
"2018-12-31","32.0","11.0","0.01","0.20","T"
"2019-01-01","11.0","0.0","0.00","0.00","T"
"2019-01-02","26.0","2.0","T","T","T"
"2019-01-03","41.0","20.0","0.00","0.00","T"
"2019-01-04","47.0","28.0","0.00","0.00","T"
"2019-01-05","47.0","27.0","0.00","0.00","T"
"2019-01-06","38.0","24.0","0.00","0.00","T"
"2019-01-07","42.0","34.0","0.00","0.00","T"
"2019-01-08","38.0","11.0","0.00","0.00","T"
"2019-01-09","16.0","6.0","0.00","0.00","T"
"2019-01-10","24.0","10.0","0.00","0.00","0.00"
"2019-01-11","33.0","18.0","0.00","0.00","0.00"
"2019-01-12","31.0","21.0","0.00","0.00","0.00"
"2019-01-13","35.0","28.0","0.00","0.00","0.00"
"2019-01-14","32.0","29.0","T","T","0.00"
"2019-01-15","33.0","20.0","T","0.00","0.00"
"2019-01-16","21.0","7.0","0.00","0.00","0.00"
"2019-01-17","24.0","14.0","T","T","T"
"2019-01-18","14.0","6.0","0.01","0.20","0.00"
"2019-01-19","11.0","-1.0","0.00","0.00","T"
"2019-01-20","11.0","-5.0","0.00","0.00","T"
"2019-01-21","18.0","0.0","T","T","T"
"2019-01-22","20.0","10.0","0.03","0.70","1.00"
"2019-01-23","24.0","9.0","T","T","1.00"
"2019-01-24","20.0","-8.0","T","0.40","1.00"
"2019-01-25","5.0","-9.0","0.00","0.00","1.00"
"2019-01-26","11.0","-4.0","0.05","0.40","1.00"
"2019-01-27","6.0","-9.0","0.23","2.40","1.00"
"2019-01-28","13.0","-1.0","0.13","2.60","4.00"
"2019-01-29","-1.0","-25.0","T","T","5.00"
"2019-01-30","-13.0","-28.0","0.00","0.00","5.00"
"2019-01-31","-3.0","-23.0","T","0.10","5.00"
"2019-02-01","17.0","-3.0","T","T","4.00"
"2019-02-02","39.0","12.0","0.00","0.00","4.00"
"2019-02-03","39.0","32.0","0.01","0.00","2.00"
"2019-02-04","33.0","2.0","0.06","T","1.00"
"2019-02-05","13.0","2.0","0.31","4.10","T"
"2019-02-06","21.0","12.0","0.03","0.40","4.00"
"2019-02-07","20.0","-5.0","0.37","5.90","4.00"
"2019-02-08","1.0","-11.0","0.00","0.00","9.00"
"2019-02-09","8.0","-12.0","0.00","0.00","8.00"
"2019-02-10","18.0","6.0","0.25","5.90","8.00"
"2019-02-11","25.0","17.0","0.03","0.10","11.00"
"2019-02-12","24.0","11.0","0.32","5.50","14.00"
"2019-02-13","20.0","4.0","T","T","14.00"
"2019-02-14","24.0","0.0","0.02","0.30","13.00"
"2019-02-15","15.0","-3.0","0.00","0.00","12.00"
"2019-02-16","21.0","-2.0","0.00","0.00","12.00"
"2019-02-17","26.0","14.0","0.03","0.40","12.00"
"2019-02-18","23.0","5.0","0.00","0.00","11.00"
"2019-02-19","22.0","-3.0","0.00","0.00","11.00"
"2019-02-20","28.0","15.0","0.60","9.10","11.00"
"2019-02-21","21.0","7.0","T","T","16.00"
"2019-02-22","27.0","10.0","0.00","0.00","16.00"
"2019-02-23","32.0","26.0","0.21","1.90","15.00"
"2019-02-24","29.0","-2.0","0.20","2.60","17.00"
"2019-02-25","4.0","-5.0","T","T","16.00"
"2019-02-26","8.0","0.0","0.06","1.10","16.00"
"2019-02-27","14.0","0.0","0.07","1.70","19.00"
"2019-02-28","21.0","-3.0","0.00","0.00","18.00"
"2019-03-01","19.0","5.0","0.28","5.60","17.00"
"2019-03-02","18.0","-1.0","0.00","0.00","21.00"
"2019-03-03","0.0","-13.0","0.00","0.00","20.00"
"2019-03-04","9.0","-10.0","T","T","20.00"
"2019-03-05","16.0","1.0","T","T","19.00"
"2019-03-06","22.0","6.0","T","T","19.00"
"2019-03-07","21.0","2.0","0.00","0.00","18.00"
"2019-03-08","33.0","16.0","0.00","0.00","18.00"
"2019-03-09","37.0","27.0","0.57","2.90","16.00"
"2019-03-10","32.0","17.0","0.09","1.80","19.00"
"2019-03-11","32.0","11.0","0.00","0.00","17.00"
"2019-03-12","38.0","18.0","0.21","0.00","16.00"
"2019-03-13","42.0","34.0","0.33","0.00","13.00"
"2019-03-14","43.0","33.0","0.51","0.10","7.00"
"2019-03-15","35.0","25.0","0.00","0.00","4.00"
"2019-03-16","35.0","19.0","0.00","0.00","3.00"
"2019-03-17","40.0","23.0","0.01","0.10","3.00"
"2019-03-18","40.0","24.0","0.00","0.00","2.00"
"2019-03-19","46.0","28.0","0.00","0.00","1.00"
"2019-03-20","49.0","33.0","0.00","0.00","T"
"2019-03-21","50.0","31.0","0.00","0.00","T"
"2019-03-22","50.0","29.0","0.00","0.00","T"
"2019-03-23","54.0","26.0","0.00","0.00","T"
"2019-03-24","54.0","31.0","0.00","0.00","T"
"2019-03-25","47.0","28.0","0.00","0.00","T"
"2019-03-26","51.0","25.0","0.00","0.00","0.00"
"2019-03-27","64.0","39.0","0.00","0.00","0.00"
"2019-03-28","53.0","34.0","0.00","0.00","0.00"
"2019-03-29","47.0","27.0","0.00","0.00","0.00"
"2019-03-30","38.0","26.0","0.00","0.00","0.00"
"2019-03-31","38.0","21.0","T","T","0.00"
"2019-04-01","45.0","30.0","0.00","0.00","0.00"
"2019-04-02","50.0","30.0","0.02","T","0.00"
"2019-04-03","51.0","30.0","0.00","0.00","0.00"
"2019-04-04","46.0","34.0","T","0.00","0.00"
"2019-04-05","52.0","35.0","0.06","0.00","0.00"
"2019-04-06","53.0","46.0","0.94","0.00","0.00"
"2019-04-07","63.0","45.0","0.17","0.00","0.00"
"2019-04-08","70.0","41.0","0.00","0.00","0.00"
"2019-04-09","57.0","32.0","0.00","0.00","0.00"
"2019-04-10","34.0","30.0","0.48","4.60","0.00"
"2019-04-11","36.0","26.0","0.46","4.30","6.00"
"2019-04-12","37.0","31.0","0.09","0.90","3.00"
"2019-04-13","39.0","29.0","0.00","0.00","3.00"
"2019-04-14","48.0","24.0","0.00","0.00","1.00"
"2019-04-15","54.0","30.0","0.00","0.00","T"
"2019-04-16","68.0","36.0","0.00","0.00","T"
"2019-04-17","54.0","41.0","1.10","0.00","0.00"
"2019-04-18","54.0","40.0","T","0.00","0.00"
"2019-04-19","64.0","34.0","0.00","0.00","0.00"
"2019-04-20","78.0","44.0","0.00","0.00","0.00"
"2019-04-21","77.0","49.0","T","0.00","0.00"
"2019-04-22","49.0","40.0","0.35","0.00","0.00"
"2019-04-23","65.0","36.0","0.00","0.00","0.00"
"2019-04-24","73.0","50.0","T","0.00","0.00"
"2019-04-25","72.0","50.0","0.00","0.00","0.00"
"2019-04-26","59.0","43.0","0.00","0.00","0.00"
"2019-04-27","51.0","40.0","T","0.00","0.00"
"2019-04-28","54.0","36.0","0.00","0.00","0.00"
"2019-04-29","58.0","43.0","0.00","0.00","0.00"
"2019-04-30","45.0","39.0","0.24","0.00","0.00"
"2019-05-01","46.0","39.0","0.09","0.00","0.00"
"2019-05-02","57.0","41.0","0.00","0.00","0.00"
"2019-05-03","62.0","35.0","0.15","0.00","0.00"
"2019-05-04","71.0","45.0","0.00","0.00","0.00"
"2019-05-05","64.0","49.0","T","0.00","0.00"
"2019-05-06","59.0","47.0","T","0.00","0.00"
"2019-05-07","63.0","40.0","0.00","0.00","0.00"
"2019-05-08","55.0","36.0","1.45","T","0.00"
"2019-05-09","54.0","35.0","0.02","T","0.00"
"2019-05-10","61.0","38.0","0.00","0.00","0.00"
"2019-05-11","65.0","42.0","0.01","0.00","0.00"
"2019-05-12","62.0","43.0","0.00","0.00","0.00"
"2019-05-13","67.0","40.0","0.00","0.00","0.00"
"2019-05-14","73.0","48.0","0.04","0.00","0.00"
"2019-05-15","76.0","54.0","0.12","0.00","0.00"
"2019-05-16","82.0","57.0","0.35","0.00","0.00"
"2019-05-17","69.0","51.0","0.05","0.00","0.00"
"2019-05-18","55.0","45.0","0.80","0.00","0.00"
"2019-05-19","46.0","38.0","0.63","0.00","0.00"
"2019-05-20","63.0","36.0","0.00","0.00","0.00"
"2019-05-21","61.0","47.0","0.59","0.00","0.00"
"2019-05-22","63.0","47.0","0.51","0.00","0.00"
"2019-05-23","60.0","52.0","0.00","0.00","0.00"
"2019-05-24","73.0","52.0","0.04","0.00","0.00"
"2019-05-25","69.0","54.0","0.00","0.00","0.00"
"2019-05-26","74.0","47.0","0.00","0.00","0.00"
"2019-05-27","64.0","48.0","1.83","0.00","0.00"
"2019-05-28","69.0","45.0","0.00","0.00","0.00"
"2019-05-29","74.0","52.0","0.00","0.00","0.00"
"2019-05-30","82.0","55.0","0.00","0.00","0.00"
"2019-05-31","88.0","64.0","T","0.00","0.00"
"2019-06-01","73.0","55.0","0.02","0.00","0.00"
"2019-06-02","75.0","51.0","0.00","0.00","0.00"
"2019-06-03","83.0","54.0","0.00","0.00","0.00"
"2019-06-04","85.0","60.0","0.26","0.00","0.00"
"2019-06-05","83.0","64.0","T","0.00","0.00"
"2019-06-06","85.0","59.0","0.00","0.00","0.00"
"2019-06-07","90.0","68.0","0.00","0.00","0.00"
"2019-06-08","88.0","67.0","0.00","0.00","0.00"
"2019-06-09","73.0","57.0","T","0.00","0.00"
"2019-06-10","79.0","52.0","0.00","0.00","0.00"
"2019-06-11","69.0","58.0","0.16","0.00","0.00"
"2019-06-12","71.0","54.0","T","0.00","0.00"
"2019-06-13","73.0","48.0","0.00","0.00","0.00"
"2019-06-14","86.0","64.0","0.05","0.00","0.00"
"2019-06-15","76.0","63.0","0.05","0.00","0.00"
"2019-06-16","74.0","59.0","T","0.00","0.00"
"2019-06-17","75.0","58.0","T","0.00","0.00"
"2019-06-18","75.0","55.0","0.00","0.00","0.00"
"2019-06-19","79.0","57.0","0.00","0.00","0.00"
"2019-06-20","78.0","62.0","0.29","0.00","0.00"
"2019-06-21","77.0","63.0","0.00","0.00","0.00"
"2019-06-22","79.0","62.0","T","0.00","0.00"
"2019-06-23","76.0","64.0","0.36","0.00","0.00"
"2019-06-24","73.0","61.0","0.28","0.00","0.00"
"2019-06-25","82.0","61.0","0.00","0.00","0.00"
"2019-06-26","86.0","63.0","0.00","0.00","0.00"
"2019-06-27","78.0","67.0","0.22","0.00","0.00"
"2019-06-28","86.0","68.0","0.00","0.00","0.00"
"2019-06-29","89.0","69.0","0.00","0.00","0.00"
"2019-06-30","81.0","67.0","1.03","0.00","0.00"
"2019-07-01","78.0","68.0","2.02","0.00","0.00"
"2019-07-02","87.0","69.0","0.08","0.00","0.00"
"2019-07-03","87.0","67.0","0.25","0.00","0.00"
"2019-07-04","85.0","71.0","0.15","0.00","0.00"
"2019-07-05","83.0","68.0","0.03","0.00","0.00"
"2019-07-06","83.0","69.0","0.00","0.00","0.00"
"2019-07-07","85.0","65.0","0.00","0.00","0.00"
"2019-07-08","85.0","68.0","0.00","0.00","0.00"
"2019-07-09","80.0","70.0","0.47","0.00","0.00"
"2019-07-10","79.0","69.0","0.22","0.00","0.00"
"2019-07-11","83.0","65.0","0.00","0.00","0.00"
"2019-07-12","86.0","68.0","0.00","0.00","0.00"
